κ,h,K_gain,shock,variable,period,value
0.06,0.3,0.8,ε_rn,ygap,11,0.007391743896225063
0.06,0.3,0.8,ε_rn,ygap,12,0.0059887642583975696
0.06,0.3,0.8,ε_rn,ygap,13,0.004803692830823157
0.06,0.3,0.8,ε_rn,ygap,14,0.003836767998922538
0.06,0.3,0.8,ε_rn,ygap,15,0.0030613366174393536
0.06,0.3,0.8,ε_ν,i,0,1.356918562214551
0.06,0.3,0.8,ε_ν,i,1,1.117892764760836
0.06,0.3,0.8,ε_ν,i,2,0.47613658193989705
0.06,0.3,0.8,ε_ν,i,3,0.026090725670900143
0.06,0.3,0.8,ε_ν,i,4,-0.16546171666156215
0.06,0.3,0.8,ε_ν,i,5,-0.1952931583516788
0.06,0.3,0.8,ε_ν,i,6,-0.15797220922550242
0.06,0.3,0.8,ε_ν,i,7,-0.10778792388365226
0.06,0.3,0.8,ε_ν,i,8,-0.06652440607513514
0.06,0.3,0.8,ε_ν,i,9,-0.03856318280539349
0.06,0.3,0.8,ε_ν,i,10,-0.02157955721187138
0.06,0.3,0.8,ε_ν,i,11,-0.011933351171952064
0.06,0.3,0.8,ε_ν,i,12,-0.006652138030970718
0.06,0.3,0.8,ε_ν,i,13,-0.0037896309430805073
0.06,0.3,0.8,ε_ν,i,14,-0.0022173450817367705
0.06,0.3,0.8,ε_ν,i,15,-0.0013279996411060923
0.06,0.3,0.8,ε_ν,π,0,-0.1040873940417485
0.06,0.3,0.8,ε_ν,π,1,-0.12480294573072949
0.06,0.3,0.8,ε_ν,π,2,-0.10516026394461374
0.06,0.3,0.8,ε_ν,π,3,-0.07503444072198746
0.06,0.3,0.8,ε_ν,π,4,-0.048428600706498036
0.06,0.3,0.8,ε_ν,π,5,-0.029293890661995656
0.06,0.3,0.8,ε_ν,π,6,-0.017022330175782554
0.06,0.3,0.8,ε_ν,π,7,-0.009695152295797227
0.06,0.3,0.8,ε_ν,π,8,-0.005504305291278436
0.06,0.3,0.8,ε_ν,π,9,-0.0031548017496113995
0.06,0.3,0.8,ε_ν,π,10,-0.0018382751422182
0.06,0.3,0.8,ε_ν,π,11,-0.0010900240153400244
0.06,0.3,0.8,ε_ν,π,12,-0.0006553546502153436
0.06,0.3,0.8,ε_ν,π,13,-0.0003972613311396744
0.06,0.3,0.8,ε_ν,π,14,-0.00024148307367412644
0.06,0.3,0.8,ε_ν,π,15,-0.00014662565560914168
0.06,0.3,0.8,ε_ν,ygap,0,-0.08934152123464827
0.06,0.3,0.8,ε_ν,ygap,1,-0.08480503216666326
0.06,0.3,0.8,ε_ν,ygap,2,-0.05721578990263449
0.06,0.3,0.8,ε_ν,ygap,3,-0.03247503402349879
0.06,0.3,0.8,ε_ν,ygap,4,-0.016395167056424628
0.06,0.3,0.8,ε_ν,ygap,5,-0.007603008117084077
0.06,0.3,0.8,ε_ν,ygap,6,-0.003353504762981722
0.06,0.3,0.8,ε_ν,ygap,7,-0.0014878075695650204
0.06,0.3,0.8,ε_ν,ygap,8,-0.0007193604527518534
0.06,0.3,0.8,ε_ν,ygap,9,-0.00040240685405185816
0.06,0.3,0.8,ε_ν,ygap,10,-0.0002555649041914321
0.06,0.3,0.8,ε_ν,ygap,11,-0.00017181501703190236
0.06,0.3,0.8,ε_ν,ygap,12,-0.00011553644530002511
0.06,0.3,0.8,ε_ν,ygap,13,-7.56971070478158e-5
0.06,0.3,0.8,ε_ν,ygap,14,-4.801318428074598e-5
0.06,0.3,0.8,ε_ν,ygap,15,-2.9569933291183906e-5
0.06,0.3,0.8,ε_att,i,0,-0.7447675011088468
0.06,0.3,0.8,ε_att,i,1,-4.4176367141441
0.06,0.3,0.8,ε_att,i,2,-7.118735735462191
0.06,0.3,0.8,ε_att,i,3,-7.952405736366673
0.06,0.3,0.8,ε_att,i,4,-7.479395445346744
0.06,0.3,0.8,ε_att,i,5,-6.423579131162982
0.06,0.3,0.8,ε_att,i,6,-5.260268784584334
0.06,0.3,0.8,ε_att,i,7,-4.212027877648447
0.06,0.3,0.8,ε_att,i,8,-3.3455460913708706
0.06,0.3,0.8,ε_att,i,9,-2.655201156512472
0.06,0.3,0.8,ε_att,i,10,-2.1116020232080377
0.06,0.3,0.8,ε_att,i,11,-1.6834279103736713
0.06,0.3,0.8,ε_att,i,12,-1.344612349679083
0.06,0.3,0.8,ε_att,i,13,-1.0752035835758509
0.06,0.3,0.8,ε_att,i,14,-0.8602302849034114
0.06,0.3,0.8,ε_att,i,15,-0.6883506413026672
0.06,0.3,0.8,ε_att,π,0,-0.6710338532474139
0.06,0.3,0.8,ε_att,π,1,-0.8564101764725538
0.06,0.3,0.8,ε_att,π,2,-0.8027932600621374
0.06,0.3,0.8,ε_att,π,3,-0.6695166677678521
0.06,0.3,0.8,ε_att,π,4,-0.532132804337194
0.06,0.3,0.8,ε_att,π,5,-0.41659521201265004
0.06,0.3,0.8,ε_att,π,6,-0.3263391553823421
0.06,0.3,0.8,ε_att,π,7,-0.25724657714430943
0.06,0.3,0.8,ε_att,π,8,-0.20411945811616813
0.06,0.3,0.8,ε_att,π,9,-0.16273545430143177
0.06,0.3,0.8,ε_att,π,10,-0.13009155171454218
0.06,0.3,0.8,ε_att,π,11,-0.10411724023556192
0.06,0.3,0.8,ε_att,π,12,-0.08335279249215109
0.06,0.3,0.8,ε_att,π,13,-0.06672227026434788
0.06,0.3,0.8,ε_att,π,14,-0.05339843097444805
0.06,0.3,0.8,ε_att,π,15,-0.042727187867817464
0.06,0.3,0.8,ε_att,ygap,0,-0.4329697210062863
0.06,0.3,0.8,ε_att,ygap,1,-0.41820222893323716
0.06,0.3,0.8,ε_att,ygap,2,-0.3042066177994572
0.06,0.3,0.8,ε_att,ygap,3,-0.20267366774818427
0.06,0.3,0.8,ε_att,ygap,4,-0.1347573821283601
0.06,0.3,0.8,ε_att,ygap,5,-0.0938341024576263
0.06,0.3,0.8,ε_att,ygap,6,-0.06941282028263711
0.06,0.3,0.8,ε_att,ygap,7,-0.05389016612197649
0.06,0.3,0.8,ε_att,ygap,8,-0.042996659846987986
0.06,0.3,0.8,ε_att,ygap,9,-0.03466872610133695
0.06,0.3,0.8,ε_att,ygap,10,-0.027990732523184035
0.06,0.3,0.8,ε_att,ygap,11,-0.02254803157097108
0.06,0.3,0.8,ε_att,ygap,12,-0.018112477971796437
0.06,0.3,0.8,ε_att,ygap,13,-0.01451770104353674
0.06,0.3,0.8,ε_att,ygap,14,-0.011620967629561373
0.06,0.3,0.8,ε_att,ygap,15,-0.00929630172282458
0.06,0.3,0.9,ε_rn,i,0,13.292030157513127
0.06,0.3,0.9,ε_rn,i,1,22.293088394456475
0.06,0.3,0.9,ε_rn,i,2,24.650126592024098
0.06,0.3,0.9,ε_rn,i,3,22.84641665069829
0.06,0.3,0.9,ε_rn,i,4,19.387451848692063
0.06,0.3,0.9,ε_rn,i,5,15.745414167692468
0.06,0.3,0.9,ε_rn,i,6,12.544267946163112
0.06,0.3,0.9,ε_rn,i,7,9.936855167787982
0.06,0.3,0.9,ε_rn,i,8,7.876699414735058
0.06,0.3,0.9,ε_rn,i,9,6.261311595111829
0.06,0.3,0.9,ε_rn,i,10,4.991231988709252
0.06,0.3,0.9,ε_rn,i,11,3.98679788144453
0.06,0.3,0.9,ε_rn,i,12,3.188175186665349
0.06,0.3,0.9,ε_rn,i,13,2.5508599300162067
0.06,0.3,0.9,ε_rn,i,14,2.041247705665684
0.06,0.3,0.9,ε_rn,i,15,1.6334049173429472
0.06,0.3,0.9,ε_rn,π,0,0.5239413441311607
0.06,0.3,0.9,ε_rn,π,1,0.5926041895246446
0.06,0.3,0.9,ε_rn,π,2,0.47743791413102243
0.06,0.3,0.9,ε_rn,π,3,0.3374830990556224
0.06,0.3,0.9,ε_rn,π,4,0.22870721647575476
0.06,0.3,0.9,ε_rn,π,5,0.1569525228085524
0.06,0.3,0.9,ε_rn,π,6,0.11241501832172598
0.06,0.3,0.9,ε_rn,π,7,0.08450000500133521
0.06,0.3,0.9,ε_rn,π,8,0.06590659272051179
0.06,0.3,0.9,ε_rn,π,9,0.05249958971489135
0.06,0.3,0.9,ε_rn,π,10,0.042188118436729795
0.06,0.3,0.9,ε_rn,π,11,0.03396236647551097
0.06,0.3,0.9,ε_rn,π,12,0.027308418122761306
0.06,0.3,0.9,ε_rn,π,13,0.021917282262926354
0.06,0.3,0.9,ε_rn,π,14,0.01756282834660511
0.06,0.3,0.9,ε_rn,π,15,0.014059106823769112
0.06,0.3,0.9,ε_rn,ygap,0,0.5479770397064858
0.06,0.3,0.9,ε_rn,ygap,1,0.4217086295542107
0.06,0.3,0.9,ε_rn,ygap,2,0.2323280902967946
0.06,0.3,0.9,ε_rn,ygap,3,0.10980527232900461
0.06,0.3,0.9,ε_rn,ygap,4,0.04958958061029855
0.06,0.3,0.9,ε_rn,ygap,5,0.02508234454403453
0.06,0.3,0.9,ε_rn,ygap,6,0.016525044691700564
0.06,0.3,0.9,ε_rn,ygap,7,0.013579909483908498
0.06,0.3,0.9,ε_rn,ygap,8,0.012000445369997179
0.06,0.3,0.9,ε_rn,ygap,9,0.010499869038863177
0.06,0.3,0.9,ε_rn,ygap,10,0.008914992738878075
0.06,0.3,0.9,ε_rn,ygap,11,0.007369968564632877
0.06,0.3,0.9,ε_rn,ygap,12,0.005983256453387799
0.06,0.3,0.9,ε_rn,ygap,13,0.004807491244579616
0.06,0.3,0.9,ε_rn,ygap,14,0.003844123442530708
0.06,0.3,0.9,ε_rn,ygap,15,0.003068973116325024
0.06,0.3,0.9,ε_ν,i,0,1.6304955311885756
0.06,0.3,0.9,ε_ν,i,1,1.2409776787490594
0.06,0.3,0.9,ε_ν,i,2,0.5024827477937351
0.06,0.3,0.9,ε_ν,i,3,0.025892001725536972
0.06,0.3,0.9,ε_ν,i,4,-0.16648974608419265
0.06,0.3,0.9,ε_ν,i,5,-0.19343246852958362
0.06,0.3,0.9,ε_ν,i,6,-0.15493496901137618
0.06,0.3,0.9,ε_ν,i,7,-0.10506185634605507
0.06,0.3,0.9,ε_ν,i,8,-0.06459280731064021
0.06,0.3,0.9,ε_ν,i,9,-0.037346973880334304
0.06,0.3,0.9,ε_ν,i,10,-0.0208498866577157
0.06,0.3,0.9,ε_ν,i,11,-0.0114949678086754
0.06,0.3,0.9,ε_ν,i,12,-0.006381039243763573
0.06,0.3,0.9,ε_ν,i,13,-0.003616826765005432
0.06,0.3,0.9,ε_ν,i,14,-0.0021056448713667308
0.06,0.3,0.9,ε_ν,i,15,-0.0012561862329021258
0.06,0.3,0.9,ε_ν,π,0,-0.10491165327284994
0.06,0.3,0.9,ε_ν,π,1,-0.1251580342091743
0.06,0.3,0.9,ε_ν,π,2,-0.10484025448670835
0.06,0.3,0.9,ε_ν,π,3,-0.07435879340320475
0.06,0.3,0.9,ε_ν,π,4,-0.04770891184029075
0.06,0.3,0.9,ε_ν,π,5,-0.02868677451158072
0.06,0.3,0.9,ε_ν,π,6,-0.016566178887507096
0.06,0.3,0.9,ε_ν,π,7,-0.009373525400529414
0.06,0.3,0.9,ε_ν,π,8,-0.005285907514866372
0.06,0.3,0.9,ε_ν,π,9,-0.0030103115675318526
0.06,0.3,0.9,ε_ν,π,10,-0.001744782044668422
0.06,0.3,0.9,ε_ν,π,11,-0.0010308278761966547
0.06,0.3,0.9,ε_ν,π,12,-0.0006186749443292287
0.06,0.3,0.9,ε_ν,π,13,-0.00037499199995114004
0.06,0.3,0.9,ε_ν,π,14,-0.0002281972765089674
0.06,0.3,0.9,ε_ν,π,15,-0.00013880199715860406
0.06,0.3,0.9,ε_ν,ygap,0,-0.09179617551791569
0.06,0.3,0.9,ε_ν,ygap,1,-0.08601890346836488
0.06,0.3,0.9,ε_ν,ygap,2,-0.0572518335670823
0.06,0.3,0.9,ε_ν,ygap,3,-0.03209154451658056
0.06,0.3,0.9,ε_ν,ygap,4,-0.016013154217300412
0.06,0.3,0.9,ε_ν,ygap,5,-0.007334879810579095
0.06,0.3,0.9,ε_ν,ygap,6,-0.003186343462956049
0.06,0.3,0.9,ε_ν,ygap,7,-0.0013859603966561232
0.06,0.3,0.9,ε_ν,ygap,8,-0.0006562446560869171
0.06,0.3,0.9,ε_ν,ygap,9,-0.0003626750607725637
0.06,0.3,0.9,ε_ν,ygap,10,-0.00023069614152362454
0.06,0.3,0.9,ε_ν,ygap,11,-0.0001566567940185383
0.06,0.3,0.9,ε_ν,ygap,12,-0.00010664164917012531
0.06,0.3,0.9,ε_ν,ygap,13,-7.068078043049691e-5
0.06,0.3,0.9,ε_ν,ygap,14,-4.5275783774577076e-5
0.06,0.3,0.9,ε_ν,ygap,15,-2.8103449374612464e-5
0.06,0.3,0.9,ε_att,i,0,-0.12699637696449612
0.06,0.3,0.9,ε_att,i,1,-4.131287047323298
0.06,0.3,0.9,ε_att,i,2,-7.026263607688514
0.06,0.3,0.9,ε_att,i,3,-7.909879480141696
0.06,0.3,0.9,ε_att,i,4,-7.442963049138449
0.06,0.3,0.9,ε_att,i,5,-6.3895075559094865
0.06,0.3,0.9,ε_att,i,6,-5.231196298557215
0.06,0.3,0.9,ε_att,i,7,-4.18865955731288
0.06,0.3,0.9,ε_att,i,8,-3.326971998250579
0.06,0.3,0.9,ε_att,i,9,-2.6402186517327597
0.06,0.3,0.9,ε_att,i,10,-2.099311937694528
0.06,0.3,0.9,ε_att,i,11,-1.673274397078898
0.06,0.3,0.9,ε_att,i,12,-1.3362462330128273
0.06,0.3,0.9,ε_att,i,13,-1.0683638757389682
0.06,0.3,0.9,ε_att,i,14,-0.854686660000662
0.06,0.3,0.9,ε_att,i,15,-0.6838889379329945
0.06,0.3,0.9,ε_att,π,0,-0.6791224337833386
0.06,0.3,0.9,ε_att,π,1,-0.8648185502240046
0.06,0.3,0.9,ε_att,π,2,-0.8085581135775495
0.06,0.3,0.9,ε_att,π,3,-0.672507729291245
0.06,0.3,0.9,ε_att,π,4,-0.5331084864925901
0.06,0.3,0.9,ε_att,π,5,-0.41634960716728486
0.06,0.3,0.9,ε_att,π,6,-0.3254703730667283
0.06,0.3,0.9,ε_att,π,7,-0.2561458484803587
0.06,0.3,0.9,ε_att,π,8,-0.2030148371565537
0.06,0.3,0.9,ε_att,π,9,-0.16174081538255622
0.06,0.3,0.9,ε_att,π,10,-0.12924861483784375
0.06,0.3,0.9,ε_att,π,11,-0.10342748548220462
0.06,0.3,0.9,ε_att,π,12,-0.08279906638722372
0.06,0.3,0.9,ε_att,π,13,-0.06628163355556861
0.06,0.3,0.9,ε_att,π,14,-0.05304865800611073
0.06,0.3,0.9,ε_att,π,15,-0.042449317115046986
0.06,0.3,0.9,ε_att,ygap,0,-0.443471777548291
0.06,0.3,0.9,ε_att,ygap,1,-0.42605903916232907
0.06,0.3,0.9,ε_att,ygap,2,-0.3082565571017327
0.06,0.3,0.9,ε_att,ygap,3,-0.20441080511140577
0.06,0.3,0.9,ε_att,ygap,4,-0.13533225073909647
0.06,0.3,0.9,ε_att,ygap,5,-0.09384824451709811
0.06,0.3,0.9,ε_att,ygap,6,-0.06917228025518773
0.06,0.3,0.9,ε_att,ygap,7,-0.053562341582452475
0.06,0.3,0.9,ε_att,ygap,8,-0.042672380379425265
0.06,0.3,0.9,ε_att,ygap,9,-0.0343895533143239
0.06,0.3,0.9,ε_att,ygap,10,-0.027767728160300202
0.06,0.3,0.9,ε_att,ygap,11,-0.022376554218569045
0.06,0.3,0.9,ε_att,ygap,12,-0.017982286197837875
0.06,0.3,0.9,ε_att,ygap,13,-0.014418443550483842
0.06,0.3,0.9,ε_att,ygap,14,-0.01154432273538106
0.06,0.3,0.9,ε_att,ygap,15,-0.009236262615721663
0.06,0.3,1.0,ε_rn,i,0,13.989357936115857
0.06,0.3,1.0,ε_rn,i,1,22.7205541032697
0.06,0.3,1.0,ε_rn,i,2,24.773941676128146
0.06,0.3,1.0,ε_rn,i,3,22.83422671595493
0.06,0.3,1.0,ε_rn,i,4,19.349084865037216
0.06,0.3,1.0,ε_rn,i,5,15.719866676601878
0.06,0.3,1.0,ε_rn,i,6,12.534952182884362
0.06,0.3,1.0,ε_rn,i,7,9.937073765906087
0.06,0.3,1.0,ε_rn,i,8,7.880319477634787
0.06,0.3,1.0,ε_rn,i,9,6.2650688137654145
0.06,0.3,1.0,ε_rn,i,10,4.994033828173829
0.06,0.3,1.0,ε_rn,i,11,3.9886123048666846
0.06,0.3,1.0,ε_rn,i,12,3.189294945186593
0.06,0.3,1.0,ε_rn,i,13,2.551571005296202
0.06,0.3,1.0,ε_rn,i,14,2.041738672504901
0.06,0.3,1.0,ε_rn,i,15,1.633776687330639
0.06,0.3,1.0,ε_rn,π,0,0.5218083145051553
0.06,0.3,1.0,ε_rn,π,1,0.5918147533198521
0.06,0.3,1.0,ε_rn,π,2,0.47866505475867255
0.06,0.3,1.0,ε_rn,π,3,0.3397433529818289
0.06,0.3,1.0,ε_rn,π,4,0.23093828080338963
0.06,0.3,1.0,ε_rn,π,5,0.15861891599454978
0.06,0.3,1.0,ε_rn,π,6,0.11344682361631982
0.06,0.3,1.0,ε_rn,π,7,0.08504997470980075
0.06,0.3,1.0,ε_rn,π,8,0.06616533681529466
0.06,0.3,1.0,ε_rn,π,9,0.05261252985077604
0.06,0.3,1.0,ε_rn,π,10,0.04224113011146947
0.06,0.3,1.0,ε_rn,π,11,0.03399629873941956
0.06,0.3,1.0,ε_rn,π,12,0.027338183471724023
0.06,0.3,1.0,ε_rn,π,13,0.02194598932988183
0.06,0.3,1.0,ε_rn,π,14,0.017589701168183508
0.06,0.3,1.0,ε_rn,π,15,0.014082942456781792
0.06,0.3,1.0,ε_rn,ygap,0,0.5412676265288567
0.06,0.3,1.0,ε_rn,ygap,1,0.4180058382093506
0.06,0.3,1.0,ε_rn,ygap,2,0.23230479585361893
0.06,0.3,1.0,ε_rn,ygap,3,0.11135698810797647
0.06,0.3,1.0,ε_rn,ygap,4,0.05113803365537513
0.06,0.3,1.0,ε_rn,ygap,5,0.026069631075809094
0.06,0.3,1.0,ε_rn,ygap,6,0.016984582905296447
0.06,0.3,1.0,ε_rn,ygap,7,0.013719668160118105
0.06,0.3,1.0,ε_rn,ygap,8,0.012000520155230671
0.06,0.3,1.0,ε_rn,ygap,9,0.01046361457332215
0.06,0.3,1.0,ε_rn,ygap,10,0.008884862985600357
0.06,0.3,1.0,ε_rn,ygap,11,0.007355350955102206
0.06,0.3,1.0,ε_rn,ygap,12,0.005980784514867847
0.06,0.3,1.0,ε_rn,ygap,13,0.004811477580294373
0.06,0.3,1.0,ε_rn,ygap,14,0.0038503220436996335
0.06,0.3,1.0,ε_rn,ygap,15,0.0030751009292275034
0.06,0.3,1.0,ε_ν,i,0,1.9042933519706595
0.06,0.3,1.0,ε_ν,i,1,1.320950154694362
0.06,0.3,1.0,ε_ν,i,2,0.5118619474159405
0.06,0.3,1.0,ε_ν,i,3,0.02384739220563098
0.06,0.3,1.0,ε_ν,i,4,-0.16628467909914163
0.06,0.3,1.0,ε_ν,i,5,-0.19105332160928523
0.06,0.3,1.0,ε_ν,i,6,-0.15221160141902124
0.06,0.3,1.0,ε_ν,i,7,-0.10292139445266432
0.06,0.3,1.0,ε_ν,i,8,-0.06317415866435551
0.06,0.3,1.0,ε_ν,i,9,-0.03647870615249764
0.06,0.3,1.0,ε_ν,i,10,-0.020328784956002946
0.06,0.3,1.0,ε_ν,i,11,-0.011176042590513547
0.06,0.3,1.0,ε_ν,i,12,-0.0061793338517133105
0.06,0.3,1.0,ε_ν,i,13,-0.0034863088035340865
0.06,0.3,1.0,ε_ν,i,14,-0.002020922858913172
0.06,0.3,1.0,ε_ν,i,15,-0.0012019422175195955
0.06,0.3,1.0,ε_ν,π,0,-0.10552592611009154
0.06,0.3,1.0,ε_ν,π,1,-0.12532220528277843
0.06,0.3,1.0,ε_ν,π,2,-0.104490483938582
0.06,0.3,1.0,ε_ν,π,3,-0.07378374592590933
0.06,0.3,1.0,ε_ν,π,4,-0.047137613527910995
0.06,0.3,1.0,ε_ν,π,5,-0.028218804851000596
0.06,0.3,1.0,ε_ν,π,6,-0.01621835928044101
0.06,0.3,1.0,ε_ν,π,7,-0.009128736012331901
0.06,0.3,1.0,ε_ν,π,8,-0.005119539145440979
0.06,0.3,1.0,ε_ν,π,9,-0.0029002649407782947
0.06,0.3,1.0,ε_ν,π,10,-0.0016737798720956837
0.06,0.3,1.0,ε_ν,π,11,-0.000986120811293615
0.06,0.3,1.0,ε_ν,π,12,-0.0005911770430455091
0.06,0.3,1.0,ε_ν,π,13,-0.000358432481560921
0.06,0.3,1.0,ε_ν,π,14,-0.00021839511943757032
0.06,0.3,1.0,ε_ν,π,15,-0.000133068366674338
0.06,0.3,1.0,ε_ν,ygap,0,-0.09390266528605407
0.06,0.3,1.0,ε_ν,ygap,1,-0.08681202548358946
0.06,0.3,1.0,ε_ν,ygap,2,-0.05715234777073773
0.06,0.3,1.0,ε_ν,ygap,3,-0.031759255287936515
0.06,0.3,1.0,ε_ν,ygap,4,-0.01572531343027233
0.06,0.3,1.0,ε_ν,ygap,5,-0.007140832777741968
0.06,0.3,1.0,ε_ν,ygap,6,-0.0030646489591706883
0.06,0.3,1.0,ε_ν,ygap,7,-0.001309746221374377
0.06,0.3,1.0,ε_ν,ygap,8,-0.0006078058107519669
0.06,0.3,1.0,ε_ν,ygap,9,-0.0003318964335795341
0.06,0.3,1.0,ε_ν,ygap,10,-0.0002115630858785457
0.06,0.3,1.0,ε_ν,ygap,11,-0.00014519343428388905
0.06,0.3,1.0,ε_ν,ygap,12,-0.00010005885440612416
0.06,0.3,1.0,ε_ν,ygap,13,-6.704813313162772e-5
0.06,0.3,1.0,ε_ν,ygap,14,-4.3329932472443374e-5
0.06,0.3,1.0,ε_ν,ygap,15,-2.7073968119071756e-5
0.06,0.3,1.0,ε_att,i,0,0.5015754461016216
0.06,0.3,1.0,ε_att,i,1,-3.9329019237128566
0.06,0.3,1.0,ε_att,i,2,-6.967903954643105
0.06,0.3,1.0,ε_att,i,3,-7.874404844528515
0.06,0.3,1.0,ε_att,i,4,-7.409870716460655
0.06,0.3,1.0,ε_att,i,5,-6.36035208904991
0.06,0.3,1.0,ε_att,i,6,-5.207697838544365
0.06,0.3,1.0,ε_att,i,7,-4.170311725867947
0.06,0.3,1.0,ε_att,i,8,-3.3124708172722133
0.06,0.3,1.0,ε_att,i,9,-2.628454637978995
0.06,0.3,1.0,ε_att,i,10,-2.0895943622246356
0.06,0.3,1.0,ε_att,i,11,-1.6652142306178481
0.06,0.3,1.0,ε_att,i,12,-1.3295990440059364
0.06,0.3,1.0,ε_att,i,13,-1.0629341080221566
0.06,0.3,1.0,ε_att,i,14,-0.850291880886872
0.06,0.3,1.0,ε_att,i,15,-0.6803561908804547
0.06,0.3,1.0,ε_att,π,0,-0.6855721632391071
0.06,0.3,1.0,ε_att,π,1,-0.8713288261018786
0.06,0.3,1.0,ε_att,π,2,-0.812941118406095
0.06,0.3,1.0,ε_att,π,3,-0.674740667823069
0.06,0.3,1.0,ε_att,π,4,-0.5337865382212638
0.06,0.3,1.0,ε_att,π,5,-0.4160837831753978
0.06,0.3,1.0,ε_att,π,6,-0.32472707282366775
0.06,0.3,1.0,ε_att,π,7,-0.25523381157737784
0.06,0.3,1.0,ε_att,π,8,-0.20211358884610517
0.06,0.3,1.0,ε_att,π,9,-0.1609378008843504
0.06,0.3,1.0,ε_att,π,10,-0.12857336942886707
0.06,0.3,1.0,ε_att,π,11,-0.10287805175361239
0.06,0.3,1.0,ε_att,π,12,-0.08235964108356414
0.06,0.3,1.0,ε_att,π,13,-0.0659327339905816
0.06,0.3,1.0,ε_att,π,14,-0.05277201961378476
0.06,0.3,1.0,ε_att,π,15,-0.04222964529035836
0.06,0.3,1.0,ε_att,ygap,0,-0.45238251449722855
0.06,0.3,1.0,ε_att,ygap,1,-0.4321036961558571
0.06,0.3,1.0,ε_att,ygap,2,-0.3112856683983693
0.06,0.3,1.0,ε_att,ygap,3,-0.20573597088458778
0.06,0.3,1.0,ε_att,ygap,4,-0.1357792513534319
0.06,0.3,1.0,ε_att,ygap,5,-0.09384666845361524
0.06,0.3,1.0,ε_att,ygap,6,-0.06896212046287785
0.06,0.3,1.0,ε_att,ygap,7,-0.05328472390942616
0.06,0.3,1.0,ε_att,ygap,8,-0.04240380897639795
0.06,0.3,1.0,ε_att,ygap,9,-0.034162715062633735
0.06,0.3,1.0,ε_att,ygap,10,-0.02758922970430576
0.06,0.3,1.0,ε_att,ygap,11,-0.022240685575497687
0.06,0.3,1.0,ε_att,ygap,12,-0.017879684761556523
0.06,0.3,1.0,ε_att,ygap,13,-0.014340349377063973
0.06,0.3,1.0,ε_att,ygap,14,-0.011483984085458998
0.06,0.3,1.0,ε_att,ygap,15,-0.009188929738372922
0.06,0.5,0.0,ε_rn,i,0,9.036853218598745
0.06,0.5,0.0,ε_rn,i,1,17.503951561167412
0.06,0.5,0.0,ε_rn,i,2,22.00386085737362
0.06,0.5,0.0,ε_rn,i,3,22.606317366229053
0.06,0.5,0.0,ε_rn,i,4,20.645974353265707
0.06,0.5,0.0,ε_rn,i,5,17.5103444617384
0.06,0.5,0.0,ε_rn,i,6,14.18080623992137
0.06,0.5,0.0,ε_rn,i,7,11.18737182928211
0.06,0.5,0.0,ε_rn,i,8,8.725954502491245
0.06,0.5,0.0,ε_rn,i,9,6.799346186073363
0.06,0.5,0.0,ε_rn,i,10,5.325514416750827
0.06,0.5,0.0,ε_rn,i,11,4.202779717201895
0.06,0.5,0.0,ε_rn,i,12,3.340700885602346
0.06,0.5,0.0,ε_rn,i,13,2.6696973454765462
0.06,0.5,0.0,ε_rn,i,14,2.140135350153953
0.06,0.5,0.0,ε_rn,i,15,1.7177000789941492
0.06,0.5,0.0,ε_rn,π,0,0.8032758416532216
0.06,0.5,0.0,ε_rn,π,1,0.9936137162798468
0.06,0.5,0.0,ε_rn,π,2,0.8667639790716826
0.06,0.5,0.0,ε_rn,π,3,0.640321312539335
0.06,0.5,0.0,ε_rn,π,4,0.4285824175026996
0.06,0.5,0.0,ε_rn,π,5,0.27183665906243615
0.06,0.5,0.0,ε_rn,π,6,0.17098356592928773
0.06,0.5,0.0,ε_rn,π,7,0.11207177434108011
0.06,0.5,0.0,ε_rn,π,8,0.0795372641772236
0.06,0.5,0.0,ε_rn,π,9,0.06143804749595474
0.06,0.5,0.0,ε_rn,π,10,0.05030862991106419
0.06,0.5,0.0,ε_rn,π,11,0.04221507782011692
0.06,0.5,0.0,ε_rn,π,12,0.03544489631653506
0.06,0.5,0.0,ε_rn,π,13,0.02944059782710251
0.06,0.5,0.0,ε_rn,π,14,0.024119751850699568
0.06,0.5,0.0,ε_rn,π,15,0.01952047412323394
0.06,0.5,0.0,ε_rn,ygap,0,0.6054063660939754
0.06,0.5,0.0,ε_rn,ygap,1,0.6290921006989759
0.06,0.5,0.0,ε_rn,ygap,2,0.4601092284233528
0.06,0.5,0.0,ε_rn,ygap,3,0.2775969325049924
0.06,0.5,0.0,ε_rn,ygap,4,0.14339956918912003
0.06,0.5,0.0,ε_rn,ygap,5,0.06363117691470789
0.06,0.5,0.0,ε_rn,ygap,6,0.024389757345032792
0.06,0.5,0.0,ε_rn,ygap,7,0.009235306967167041
0.06,0.5,0.0,ε_rn,ygap,8,0.005709742902491717
0.06,0.5,0.0,ε_rn,ygap,9,0.006342545445615892
0.06,0.5,0.0,ε_rn,ygap,10,0.007523553308661741
0.06,0.5,0.0,ε_rn,ygap,11,0.007989908116424155
0.06,0.5,0.0,ε_rn,ygap,12,0.007626502882747937
0.06,0.5,0.0,ε_rn,ygap,13,0.006724334618333726
0.06,0.5,0.0,ε_rn,ygap,14,0.005611651954411892
0.06,0.5,0.0,ε_rn,ygap,15,0.00451983508560848
