κ,h,K_gain,shock,variable,period,value
0.15,0.5,0.3,ε_rn,π,2,0.7758078971181274
0.15,0.5,0.3,ε_rn,π,3,0.4582791880567219
0.15,0.5,0.3,ε_rn,π,4,0.23705700653383577
0.15,0.5,0.3,ε_rn,π,5,0.12254415034549467
0.15,0.5,0.3,ε_rn,π,6,0.07819944405686881
0.15,0.5,0.3,ε_rn,π,7,0.06618285714314953
0.15,0.5,0.3,ε_rn,π,8,0.06292987034676693
0.15,0.5,0.3,ε_rn,π,9,0.058579848334194086
0.15,0.5,0.3,ε_rn,π,10,0.051383685466954016
0.15,0.5,0.3,ε_rn,π,11,0.042714426135477865
0.15,0.5,0.3,ε_rn,π,12,0.034253677903998386
0.15,0.5,0.3,ε_rn,π,13,0.026991941106290038
0.15,0.5,0.3,ε_rn,π,14,0.021204382575898035
0.15,0.5,0.3,ε_rn,π,15,0.016745333114562513
0.15,0.5,0.3,ε_rn,ygap,0,0.42439747300686087
0.15,0.5,0.3,ε_rn,ygap,1,0.3680710132713268
0.15,0.5,0.3,ε_rn,ygap,2,0.20028945016501357
0.15,0.5,0.3,ε_rn,ygap,3,0.06971794996347588
0.15,0.5,0.3,ε_rn,ygap,4,0.004394561758844491
0.15,0.5,0.3,ε_rn,ygap,5,-0.01420562777781894
0.15,0.5,0.3,ε_rn,ygap,6,-0.011019994291467827
0.15,0.5,0.3,ε_rn,ygap,7,-0.0027390437488575016
0.15,0.5,0.3,ε_rn,ygap,8,0.0033385482118056028
0.15,0.5,0.3,ε_rn,ygap,9,0.005844023939745975
0.15,0.5,0.3,ε_rn,ygap,10,0.005843259455826194
0.15,0.5,0.3,ε_rn,ygap,11,0.004743682512936407
0.15,0.5,0.3,ε_rn,ygap,12,0.0034894244186304117
0.15,0.5,0.3,ε_rn,ygap,13,0.0024902722985120852
0.15,0.5,0.3,ε_rn,ygap,14,0.0018134912089248867
0.15,0.5,0.3,ε_rn,ygap,15,0.0013830063056658188
0.15,0.5,0.3,ε_ν,i,0,-0.4352343712057027
0.15,0.5,0.3,ε_ν,i,1,-0.9706909804223665
0.15,0.5,0.3,ε_ν,i,2,-1.261095165285999
0.15,0.5,0.3,ε_ν,i,3,-1.2454910339842158
0.15,0.5,0.3,ε_ν,i,4,-1.031671359407163
0.15,0.5,0.3,ε_ν,i,5,-0.7538911474814993
0.15,0.5,0.3,ε_ν,i,6,-0.5025139868893053
0.15,0.5,0.3,ε_ν,i,7,-0.3143501937424708
0.15,0.5,0.3,ε_ν,i,8,-0.19004061509090925
0.15,0.5,0.3,ε_ν,i,9,-0.11450770401161428
0.15,0.5,0.3,ε_ν,i,10,-0.0705901707419145
0.15,0.5,0.3,ε_ν,i,11,-0.04503884172854618
0.15,0.5,0.3,ε_ν,i,12,-0.029535072453033964
0.15,0.5,0.3,ε_ν,i,13,-0.019550414812073518
0.15,0.5,0.3,ε_ν,i,14,-0.01283060963528507
0.15,0.5,0.3,ε_ν,i,15,-0.00825451915939941
0.15,0.5,0.3,ε_ν,π,0,-0.1413085541705726
0.15,0.5,0.3,ε_ν,π,1,-0.17402424567560107
0.15,0.5,0.3,ε_ν,π,2,-0.15011513605254037
0.15,0.5,0.3,ε_ν,π,3,-0.1091184651666071
0.15,0.5,0.3,ε_ν,π,4,-0.07174579663985581
0.15,0.5,0.3,ε_ν,π,5,-0.044728553525740775
0.15,0.5,0.3,ε_ν,π,6,-0.027553872198147394
0.15,0.5,0.3,ε_ν,π,7,-0.01734327011231165
0.15,0.5,0.3,ε_ν,π,8,-0.011325941786024023
0.15,0.5,0.3,ε_ν,π,9,-0.007618500376622339
0.15,0.5,0.3,ε_ν,π,10,-0.005172086595735043
0.15,0.5,0.3,ε_ν,π,11,-0.0034737944843670405
0.15,0.5,0.3,ε_ν,π,12,-0.002280200371706761
0.15,0.5,0.3,ε_ν,π,13,-0.0014574043525561482
0.15,0.5,0.3,ε_ν,π,14,-0.0009099480017182492
0.15,0.5,0.3,ε_ν,π,15,-0.0005593880793126023
0.15,0.5,0.3,ε_ν,ygap,0,-0.04344736373039131
0.15,0.5,0.3,ε_ν,ygap,1,-0.04559418674216535
0.15,0.5,0.3,ε_ν,ygap,2,-0.03275666114359672
0.15,0.5,0.3,ε_ν,ygap,3,-0.01900356602491655
0.15,0.5,0.3,ε_ν,ygap,4,-0.009386249055515591
0.15,0.5,0.3,ε_ν,ygap,5,-0.004144878177133343
0.15,0.5,0.3,ε_ν,ygap,6,-0.0018494144505812992
0.15,0.5,0.3,ε_ν,ygap,7,-0.0010463437577128522
0.15,0.5,0.3,ε_ν,ygap,8,-0.0008008166567379813
0.15,0.5,0.3,ε_ν,ygap,9,-0.0006759436346273009
0.15,0.5,0.3,ε_ν,ygap,10,-0.0005395348191631527
0.15,0.5,0.3,ε_ν,ygap,11,-0.0003900569545947712
0.15,0.5,0.3,ε_ν,ygap,12,-0.00025548718448996626
0.15,0.5,0.3,ε_ν,ygap,13,-0.00015370211763321496
0.15,0.5,0.3,ε_ν,ygap,14,-8.681815805042557e-5
0.15,0.5,0.3,ε_ν,ygap,15,-4.760571652138067e-5
0.15,0.5,0.3,ε_att,i,0,-5.809054006522122
0.15,0.5,0.3,ε_att,i,1,-11.258130539732651
0.15,0.5,0.3,ε_att,i,2,-13.906114789511012
0.15,0.5,0.3,ε_att,i,3,-13.891693699196603
0.15,0.5,0.3,ε_att,i,4,-12.302459853124095
0.15,0.5,0.3,ε_att,i,5,-10.170938506891954
0.15,0.5,0.3,ε_att,i,6,-8.127556286384127
0.15,0.5,0.3,ε_att,i,7,-6.427553141996288
0.15,0.5,0.3,ε_att,i,8,-5.098957674023746
0.15,0.5,0.3,ε_att,i,9,-4.076356276153958
0.15,0.5,0.3,ε_att,i,10,-3.279843683265776
0.15,0.5,0.3,ε_att,i,11,-2.6464574398481546
0.15,0.5,0.3,ε_att,i,12,-2.134540459942203
0.15,0.5,0.3,ε_att,i,13,-1.717919492143901
0.15,0.5,0.3,ε_att,i,14,-1.3791354076912472
0.15,0.5,0.3,ε_att,i,15,-1.1049539752584916
0.15,0.5,0.3,ε_att,π,0,-0.8299001614012963
0.15,0.5,0.3,ε_att,π,1,-1.0573876309130663
0.15,0.5,0.3,ε_att,π,2,-0.9772928569442
0.15,0.5,0.3,ε_att,π,3,-0.7988909054800732
0.15,0.5,0.3,ε_att,π,4,-0.6261403321835954
0.15,0.5,0.3,ε_att,π,5,-0.4914543105719587
0.15,0.5,0.3,ε_att,π,6,-0.39328102920406627
0.15,0.5,0.3,ε_att,π,7,-0.3205015493155682
0.15,0.5,0.3,ε_att,π,8,-0.2633830083034478
0.15,0.5,0.3,ε_att,π,9,-0.21619859231251778
0.15,0.5,0.3,ε_att,π,10,-0.17633592980099197
0.15,0.5,0.3,ε_att,π,11,-0.14274545861725915
0.15,0.5,0.3,ε_att,π,12,-0.114849262109967
0.15,0.5,0.3,ε_att,π,13,-0.09205444192883057
0.15,0.5,0.3,ε_att,π,14,-0.07365988185295343
0.15,0.5,0.3,ε_att,π,15,-0.05892408370007073
0.15,0.5,0.3,ε_att,ygap,0,-0.21615048683500832
0.15,0.5,0.3,ε_att,ygap,1,-0.22109754642098975
0.15,0.5,0.3,ε_att,ygap,2,-0.15770012179461895
0.15,0.5,0.3,ε_att,ygap,3,-0.09567062024397967
0.15,0.5,0.3,ε_att,ygap,4,-0.055846796441693734
0.15,0.5,0.3,ε_att,ygap,5,-0.036015394984676444
0.15,0.5,0.3,ε_att,ygap,6,-0.02779425814011935
0.15,0.5,0.3,ε_att,ygap,7,-0.024258777485315446
0.15,0.5,0.3,ε_att,ygap,8,-0.021705926829964004
0.15,0.5,0.3,ε_att,ygap,9,-0.018899465833342302
0.15,0.5,0.3,ε_att,ygap,10,-0.015836025490677256
0.15,0.5,0.3,ε_att,ygap,11,-0.01286034140851624
0.15,0.5,0.3,ε_att,ygap,12,-0.010248628802930633
0.15,0.5,0.3,ε_att,ygap,13,-0.008108669558745025
0.15,0.5,0.3,ε_att,ygap,14,-0.006420802165752553
0.15,0.5,0.3,ε_att,ygap,15,-0.005107035045203715
0.15,0.5,0.4,ε_rn,i,0,12.930776952648735
0.15,0.5,0.4,ε_rn,i,1,24.022015829234515
0.15,0.5,0.4,ε_rn,i,2,28.268239008824114
0.15,0.5,0.4,ε_rn,i,3,26.791572655428382
0.15,0.5,0.4,ε_rn,i,4,22.481119563553477
0.15,0.5,0.4,ε_rn,i,5,17.664159247043834
0.15,0.5,0.4,ε_rn,i,6,13.528099617482244
0.15,0.5,0.4,ε_rn,i,7,10.383193636691416
0.15,0.5,0.4,ε_rn,i,8,8.100676260031657
0.15,0.5,0.4,ε_rn,i,9,6.433176808476835
0.15,0.5,0.4,ε_rn,i,10,5.168907148949703
0.15,0.5,0.4,ε_rn,i,11,4.170618940340843
0.15,0.5,0.4,ε_rn,i,12,3.3618353465708926
0.15,0.5,0.4,ε_rn,i,13,2.7013951569277177
0.15,0.5,0.4,ε_rn,i,14,2.164022355398572
0.15,0.5,0.4,ε_rn,i,15,1.7301316691234254
0.15,0.5,0.4,ε_rn,π,0,0.9289974858842537
0.15,0.5,0.4,ε_rn,π,1,1.0284421550985388
0.15,0.5,0.4,ε_rn,π,2,0.7613147062261338
0.15,0.5,0.4,ε_rn,π,3,0.45601389189446373
0.15,0.5,0.4,ε_rn,π,4,0.24360737161765936
0.15,0.5,0.4,ε_rn,π,5,0.13289929231750855
0.15,0.5,0.4,ε_rn,π,6,0.08835242824039664
0.15,0.5,0.4,ε_rn,π,7,0.07403625969266656
0.15,0.5,0.4,ε_rn,π,8,0.06803872447530197
0.15,0.5,0.4,ε_rn,π,9,0.061443506861859655
0.15,0.5,0.4,ε_rn,π,10,0.05279153280188359
0.15,0.5,0.4,ε_rn,π,11,0.043352982116700155
0.15,0.5,0.4,ε_rn,π,12,0.034568285401851855
0.15,0.5,0.4,ε_rn,π,13,0.027205798243797527
0.15,0.5,0.4,ε_rn,π,14,0.02139652022470972
0.15,0.5,0.4,ε_rn,π,15,0.01692582542218597
0.15,0.5,0.4,ε_rn,ygap,0,0.4132592060751463
0.15,0.5,0.4,ε_rn,ygap,1,0.35598742448864595
0.15,0.5,0.4,ε_rn,ygap,2,0.1922972745633012
0.15,0.5,0.4,ε_rn,ygap,3,0.06679165815794119
0.15,0.5,0.4,ε_rn,ygap,4,0.005145791780195394
0.15,0.5,0.4,ε_rn,ygap,5,-0.011803955130598795
0.15,0.5,0.4,ε_rn,ygap,6,-0.008538085880826395
0.15,0.5,0.4,ε_rn,ygap,7,-0.0009479856301124122
0.15,0.5,0.4,ε_rn,ygap,8,0.004315152119288816
0.15,0.5,0.4,ε_rn,ygap,9,0.006215231936415184
0.15,0.5,0.4,ε_rn,ygap,10,0.0058886686871270355
0.15,0.5,0.4,ε_rn,ygap,11,0.00467596356264389
0.15,0.5,0.4,ε_rn,ygap,12,0.0034218008428749964
0.15,0.5,0.4,ε_rn,ygap,13,0.0024592760881702704
0.15,0.5,0.4,ε_rn,ygap,14,0.001815308189607745
0.15,0.5,0.4,ε_rn,ygap,15,0.0014016148173380664
0.15,0.5,0.4,ε_ν,i,0,-0.2263446458357214
0.15,0.5,0.4,ε_ν,i,1,-0.7318295888451783
0.15,0.5,0.4,ε_ν,i,2,-1.086941127110354
0.15,0.5,0.4,ε_ν,i,3,-1.1364549361434768
0.15,0.5,0.4,ε_ν,i,4,-0.9580537506047722
0.15,0.5,0.4,ε_ν,i,5,-0.6930139329785137
0.15,0.5,0.4,ε_ν,i,6,-0.4460610961625462
0.15,0.5,0.4,ε_ν,i,7,-0.26284865009724506
0.15,0.5,0.4,ε_ν,i,8,-0.14631500836664396
0.15,0.5,0.4,ε_ν,i,9,-0.08018942795974958
0.15,0.5,0.4,ε_ν,i,10,-0.04541988347376485
0.15,0.5,0.4,ε_ν,i,11,-0.02750923463676224
0.15,0.5,0.4,ε_ν,i,12,-0.017744211626565153
0.15,0.5,0.4,ε_ν,i,13,-0.011770312052474018
0.15,0.5,0.4,ε_ν,i,14,-0.007733840270141183
0.15,0.5,0.4,ε_ν,i,15,-0.004917683855036136
0.15,0.5,0.4,ε_ν,π,0,-0.15382482514065118
0.15,0.5,0.4,ε_ν,π,1,-0.18761991597602617
0.15,0.5,0.4,ε_ν,π,2,-0.15885302424501083
0.15,0.5,0.4,ε_ν,π,3,-0.11196398945795354
0.15,0.5,0.4,ε_ν,π,4,-0.07025219378110961
0.15,0.5,0.4,ε_ν,π,5,-0.04103593257533608
0.15,0.5,0.4,ε_ν,π,6,-0.023336063362362637
0.15,0.5,0.4,ε_ν,π,7,-0.013543119742433989
0.15,0.5,0.4,ε_ν,π,8,-0.008297162189822242
0.15,0.5,0.4,ε_ν,π,9,-0.005371624258274695
0.15,0.5,0.4,ε_ν,π,10,-0.0035739941729777554
0.15,0.5,0.4,ε_ν,π,11,-0.0023638121769751015
0.15,0.5,0.4,ε_ν,π,12,-0.0015196012067117321
0.15,0.5,0.4,ε_ν,π,13,-0.0009411376267335966
0.15,0.5,0.4,ε_ν,π,14,-0.0005627612928939617
0.15,0.5,0.4,ε_ν,π,15,-0.0003283384944357785
0.15,0.5,0.4,ε_ν,ygap,0,-0.04930256050056593
0.15,0.5,0.4,ε_ν,ygap,1,-0.05163307448302426
0.15,0.5,0.4,ε_ν,ygap,2,-0.03660085138785292
0.15,0.5,0.4,ε_ν,ygap,3,-0.020523946793574784
0.15,0.5,0.4,ε_ν,ygap,4,-0.009386244954514374
0.15,0.5,0.4,ε_ν,ygap,5,-0.0034781712160910027
0.15,0.5,0.4,ε_ν,ygap,6,-0.001072196091476546
0.15,0.5,0.4,ε_ν,ygap,7,-0.00040662404217779355
0.15,0.5,0.4,ε_ν,ygap,8,-0.00035093599428685833
0.15,0.5,0.4,ε_ν,ygap,9,-0.0003832139798902709
0.15,0.5,0.4,ε_ν,ygap,10,-0.0003535508408685033
0.15,0.5,0.4,ε_ν,ygap,11,-0.0002703421666045541
0.15,0.5,0.4,ε_ν,ygap,12,-0.00017633385181742278
0.15,0.5,0.4,ε_ν,ygap,13,-0.00010040854921498213
0.15,0.5,0.4,ε_ν,ygap,14,-5.095229656438575e-5
0.15,0.5,0.4,ε_ν,ygap,15,-2.385105978532047e-5
0.15,0.5,0.4,ε_att,i,0,-5.725360810410058
0.15,0.5,0.4,ε_att,i,1,-11.401832304415734
0.15,0.5,0.4,ε_att,i,2,-14.252018390809715
0.15,0.5,0.4,ε_att,i,3,-14.260835832590748
0.15,0.5,0.4,ε_att,i,4,-12.558055370943558
0.15,0.5,0.4,ε_att,i,5,-10.272759395563053
0.15,0.5,0.4,ε_att,i,6,-8.102892817226763
0.15,0.5,0.4,ε_att,i,7,-6.326732892726929
0.15,0.5,0.4,ε_att,i,8,-4.96652612164038
0.15,0.5,0.4,ε_att,i,9,-3.9410825748566953
0.15,0.5,0.4,ε_att,i,10,-3.156050203840779
0.15,0.5,0.4,ε_att,i,11,-2.53911091960095
0.15,0.5,0.4,ε_att,i,12,-2.0438894722227636
0.15,0.5,0.4,ε_att,i,13,-1.6423944450043386
0.15,0.5,0.4,ε_att,i,14,-1.3167353494771066
0.15,0.5,0.4,ε_att,i,15,-1.0537459771471283
0.15,0.5,0.4,ε_att,π,0,-0.9119730538822381
0.15,0.5,0.4,ε_att,π,1,-1.155841368076598
0.15,0.5,0.4,ε_att,π,2,-1.0578198452092142
0.15,0.5,0.4,ε_att,π,3,-0.851936555578691
0.15,0.5,0.4,ε_att,π,4,-0.6551125816114071
0.15,0.5,0.4,ε_att,π,5,-0.5037478991935754
0.15,0.5,0.4,ε_att,π,6,-0.39567842642940265
0.15,0.5,0.4,ε_att,π,7,-0.31775450188194476
0.15,0.5,0.4,ε_att,π,8,-0.25835413426341697
0.15,0.5,0.4,ε_att,π,9,-0.2104536861840692
0.15,0.5,0.4,ε_att,π,10,-0.17067725759536082
0.15,0.5,0.4,ε_att,π,11,-0.13755812258775696
0.15,0.5,0.4,ε_att,π,12,-0.11029319663863739
0.15,0.5,0.4,ε_att,π,13,-0.08816544243132192
0.15,0.5,0.4,ε_att,π,14,-0.07040552975128238
0.15,0.5,0.4,ε_att,π,15,-0.05623784953975265
0.15,0.5,0.4,ε_att,ygap,0,-0.24427732570581306
0.15,0.5,0.4,ε_att,ygap,1,-0.2505626216011952
0.15,0.5,0.4,ε_att,ygap,2,-0.17848695041981283
0.15,0.5,0.4,ε_att,ygap,3,-0.10721713733583355
0.15,0.5,0.4,ε_att,ygap,4,-0.06099733725537153
0.15,0.5,0.4,ε_att,ygap,5,-0.037709226670661206
0.15,0.5,0.4,ε_att,ygap,6,-0.027969165052445854
0.15,0.5,0.4,ε_att,ygap,7,-0.02389428559422878
0.15,0.5,0.4,ε_att,ygap,8,-0.021196243545827678
0.15,0.5,0.4,ε_att,ygap,9,-0.018373142356820294
0.15,0.5,0.4,ε_att,ygap,10,-0.015332347437179901
0.15,0.5,0.4,ε_att,ygap,11,-0.012397435673093923
0.15,0.5,0.4,ε_att,ygap,12,-0.009838884809225967
0.15,0.5,0.4,ε_att,ygap,13,-0.007758376434490529
0.15,0.5,0.4,ε_att,ygap,14,-0.0061294032532341804
0.15,0.5,0.4,ε_att,ygap,15,-0.004868862217522432
0.15,0.5,0.5,ε_rn,i,0,13.320447835322977
0.15,0.5,0.5,ε_rn,i,1,24.622016208292074
0.15,0.5,0.5,ε_rn,i,2,28.781956711446956
0.15,0.5,0.5,ε_rn,i,3,27.092135135713974
0.15,0.5,0.5,ε_rn,i,4,22.600312028155184
0.15,0.5,0.5,ε_rn,i,5,17.68838510301303
0.15,0.5,0.5,ε_rn,i,6,13.526097905579459
0.15,0.5,0.5,ε_rn,i,7,10.386497594299119
0.15,0.5,0.5,ε_rn,i,8,8.113946739382456
0.15,0.5,0.5,ε_rn,i,9,6.45040234768905
0.15,0.5,0.5,ε_rn,i,10,5.183960288205299
0.15,0.5,0.5,ε_rn,i,11,4.18084511961699
0.15,0.5,0.5,ε_rn,i,12,3.3675339758943186
0.15,0.5,0.5,ε_rn,i,13,2.704127532392844
0.15,0.5,0.5,ε_rn,i,14,2.1653185557577626
0.15,0.5,0.5,ε_rn,i,15,1.7309603638800135
0.15,0.5,0.5,ε_rn,π,0,0.9141597510073729
0.15,0.5,0.5,ε_rn,π,1,1.013682031951328
0.15,0.5,0.5,ε_rn,π,2,0.7545517448165217
0.15,0.5,0.5,ε_rn,π,3,0.4579971918562765
0.15,0.5,0.5,ε_rn,π,4,0.25101123461568753
0.15,0.5,0.5,ε_rn,π,5,0.14167425150764604
0.15,0.5,0.5,ε_rn,π,6,0.09571547679713048
0.15,0.5,0.5,ε_rn,π,7,0.07892650517296208
0.15,0.5,0.5,ε_rn,π,8,0.07064669813079755
0.15,0.5,0.5,ε_rn,π,9,0.06250372702685607
0.15,0.5,0.5,ε_rn,π,10,0.05305201859551317
0.15,0.5,0.5,ε_rn,π,11,0.043331380587523324
0.15,0.5,0.5,ε_rn,π,12,0.03452591728908934
0.15,0.5,0.5,ε_rn,π,13,0.027224066396011538
0.15,0.5,0.5,ε_rn,π,14,0.021467859703869392
0.15,0.5,0.5,ε_rn,π,15,0.017017892971352595
0.15,0.5,0.5,ε_rn,ygap,0,0.4048200848653374
0.15,0.5,0.5,ε_rn,ygap,1,0.3471221124807049
0.15,0.5,0.5,ε_rn,ygap,2,0.18706423922778392
0.15,0.5,0.5,ε_rn,ygap,3,0.06569543717652385
0.15,0.5,0.5,ε_rn,ygap,4,0.006695307502502893
0.15,0.5,0.5,ε_rn,ygap,5,-0.009432478632187337
0.15,0.5,0.5,ε_rn,ygap,6,-0.006554880784108541
0.15,0.5,0.5,ε_rn,ygap,7,0.00021979452120791818
0.15,0.5,0.5,ε_rn,ygap,8,0.00476574287901204
0.15,0.5,0.5,ε_rn,ygap,9,0.0062410528764693576
0.15,0.5,0.5,ε_rn,ygap,10,0.005755671689204109
0.15,0.5,0.5,ε_rn,ygap,11,0.0045415234831575535
0.15,0.5,0.5,ε_rn,ygap,12,0.0033430661330830394
0.15,0.5,0.5,ε_rn,ygap,13,0.0024346036908159258
0.15,0.5,0.5,ε_rn,ygap,14,0.0018224113909029122
0.15,0.5,0.5,ε_rn,ygap,15,0.0014195783761081313
0.15,0.5,0.5,ε_ν,i,0,0.024776404306130248
0.15,0.5,0.5,ε_ν,i,1,-0.4715999989126463
0.15,0.5,0.5,ε_ν,i,2,-0.9214051931253631
0.15,0.5,0.5,ε_ν,i,3,-1.0513248900761862
0.15,0.5,0.5,ε_ν,i,4,-0.911371775336796
0.15,0.5,0.5,ε_ν,i,5,-0.6573009932043237
0.15,0.5,0.5,ε_ν,i,6,-0.41230443373660075
0.15,0.5,0.5,ε_ν,i,7,-0.23173550984257832
0.15,0.5,0.5,ε_ν,i,8,-0.12051244248037973
0.15,0.5,0.5,ε_ν,i,9,-0.06095991615486683
0.15,0.5,0.5,ε_ν,i,10,-0.03229667354154864
0.15,0.5,0.5,ε_ν,i,11,-0.01911128147239464
0.15,0.5,0.5,ε_ν,i,12,-0.012573882461076071
0.15,0.5,0.5,ε_ν,i,13,-0.008629513084901319
0.15,0.5,0.5,ε_ν,i,14,-0.005813875797302799
0.15,0.5,0.5,ε_ν,i,15,-0.003726579431325806
0.15,0.5,0.5,ε_ν,π,0,-0.1619739867120781
0.15,0.5,0.5,ε_ν,π,1,-0.19590946182896066
0.15,0.5,0.5,ε_ν,π,2,-0.16330707906395323
0.15,0.5,0.5,ε_ν,π,3,-0.11227266493492935
0.15,0.5,0.5,ε_ν,π,4,-0.06788168253742594
0.15,0.5,0.5,ε_ν,π,5,-0.037652210301255054
0.15,0.5,0.5,ε_ν,π,6,-0.020073168812661298
0.15,0.5,0.5,ε_ν,π,7,-0.010915529975837068
0.15,0.5,0.5,ε_ν,π,8,-0.006393816163644994
0.15,0.5,0.5,ε_ν,π,9,-0.004079428755798831
0.15,0.5,0.5,ε_ν,π,10,-0.0027286256998484593
0.15,0.5,0.5,ε_ν,π,11,-0.001820760739787613
0.15,0.5,0.5,ε_ν,π,12,-0.0011734687265859017
0.15,0.5,0.5,ε_ν,π,13,-0.0007215603942441464
0.15,0.5,0.5,ε_ν,π,14,-0.00042433217349720676
0.15,0.5,0.5,ε_ν,π,15,-0.00024183051771649368
0.15,0.5,0.5,ε_ν,ygap,0,-0.053735499357732135
0.15,0.5,0.5,ε_ν,ygap,1,-0.055990684286447455
0.15,0.5,0.5,ε_ν,ygap,2,-0.03906289186237418
0.15,0.5,0.5,ε_ν,ygap,3,-0.021171938499098177
0.15,0.5,0.5,ε_ν,ygap,4,-0.008997875950662856
0.15,0.5,0.5,ε_ν,ygap,5,-0.0027611772654722883
0.15,0.5,0.5,ε_ν,ygap,6,-0.0004201867873159568
0.15,0.5,0.5,ε_ν,ygap,7,5.322753005884193e-5
0.15,0.5,0.5,ε_ν,ygap,8,-6.95158400110233e-5
0.15,0.5,0.5,ε_ν,ygap,9,-0.00022352114297299834
0.15,0.5,0.5,ε_ν,ygap,10,-0.000264245162747261
0.15,0.5,0.5,ε_ν,ygap,11,-0.00021849544786868273
0.15,0.5,0.5,ε_ν,ygap,12,-0.00014449340696812832
0.15,0.5,0.5,ε_ν,ygap,13,-8.01667495427126e-5
0.15,0.5,0.5,ε_ν,ygap,14,-3.810946456736009e-5
0.15,0.5,0.5,ε_ν,ygap,15,-1.592138635163585e-5
0.15,0.5,0.5,ε_att,i,0,-5.376142643702556
0.15,0.5,0.5,ε_att,i,1,-11.198589566514196
0.15,0.5,0.5,ε_att,i,2,-14.279454915313353
0.15,0.5,0.5,ε_att,i,3,-14.378982632796621
0.15,0.5,0.5,ε_att,i,4,-12.63918934234346
0.15,0.5,0.5,ε_att,i,5,-10.27195207826928
0.15,0.5,0.5,ε_att,i,6,-8.034301405193272
0.15,0.5,0.5,ε_att,i,7,-6.22359578604126
0.15,0.5,0.5,ε_att,i,8,-4.85685820463422
0.15,0.5,0.5,ε_att,i,9,-3.840662909027199
0.15,0.5,0.5,ε_att,i,10,-3.070625510004626
0.15,0.5,0.5,ε_att,i,11,-2.4688551703483124
0.15,0.5,0.5,ε_att,i,12,-1.9868395004227952
0.15,0.5,0.5,ε_att,i,13,-1.5962425078141143
0.15,0.5,0.5,ε_att,i,14,-1.2794631139481059
0.15,0.5,0.5,ε_att,i,15,-1.023711010192465
0.15,0.5,0.5,ε_att,π,0,-0.9677074180457184
0.15,0.5,0.5,ε_att,π,1,-1.220996223002058
0.15,0.5,0.5,ε_att,π,2,-1.1085084366695452
0.15,0.5,0.5,ε_att,π,3,-0.8824116788740423
0.15,0.5,0.5,ε_att,π,4,-0.6688916999593105
0.15,0.5,0.5,ε_att,π,5,-0.5068096246828361
0.15,0.5,0.5,ε_att,π,6,-0.393110553384069
0.15,0.5,0.5,ε_att,π,7,-0.31287222815308247
0.15,0.5,0.5,ε_att,π,8,-0.25296491723975195
0.15,0.5,0.5,ε_att,π,9,-0.20539709747060877
0.15,0.5,0.5,ε_att,π,10,-0.16626777244247326
0.15,0.5,0.5,ε_att,π,11,-0.13385774362005826
0.15,0.5,0.5,ε_att,π,12,-0.10725467772585186
0.15,0.5,0.5,ε_att,π,13,-0.08570133820106103
0.15,0.5,0.5,ε_att,π,14,-0.06842048893791229
0.15,0.5,0.5,ε_att,π,15,-0.05464335179101939
0.15,0.5,0.5,ε_att,ygap,0,-0.26525789209176315
0.15,0.5,0.5,ε_att,ygap,1,-0.27214302348090036
0.15,0.5,0.5,ε_att,ygap,2,-0.19301498242434675
0.15,0.5,0.5,ε_att,ygap,3,-0.11454677661338142
0.15,0.5,0.5,ε_att,ygap,4,-0.06359612437696802
0.15,0.5,0.5,ε_att,ygap,5,-0.03796554188512414
0.15,0.5,0.5,ε_att,ygap,6,-0.02737119185753999
0.15,0.5,0.5,ε_att,ygap,7,-0.023136495350578982
0.15,0.5,0.5,ε_att,ygap,8,-0.02051651137233578
0.15,0.5,0.5,ε_att,ygap,9,-0.01781617322255918
0.15,0.5,0.5,ε_att,ygap,10,-0.014885847137497712
0.15,0.5,0.5,ε_att,ygap,11,-0.012041593692482826
0.15,0.5,0.5,ε_att,ygap,12,-0.009556908105985463
0.15,0.5,0.5,ε_att,ygap,13,-0.007536095539718126
0.15,0.5,0.5,ε_att,ygap,14,-0.0059543406784159985
0.15,0.5,0.5,ε_att,ygap,15,-0.004730359843628043
0.15,0.5,0.6,ε_rn,i,0,13.753841173611681
0.15,0.5,0.6,ε_rn,i,1,25.210006679911658
0.15,0.5,0.6,ε_rn,i,2,29.213320226130268
0.15,0.5,0.6,ε_rn,i,3,27.289447922853256
0.15,0.5,0.6,ε_rn,i,4,22.639239802275146
0.15,0.5,0.6,ε_rn,i,5,17.66792666444698
0.15,0.5,0.6,ε_rn,i,6,13.505875096022454
0.15,0.5,0.6,ε_rn,i,7,10.383948978091299
0.15,0.5,0.6,ε_rn,i,8,8.12416612491178
0.15,0.5,0.6,ε_rn,i,9,6.463798712684723
0.15,0.5,0.6,ε_rn,i,10,5.1944571048654495
0.15,0.5,0.6,ε_rn,i,11,4.1868799714723295
0.15,0.5,0.6,ε_rn,i,12,3.3701423321142636
0.15,0.5,0.6,ε_rn,i,13,2.70496317124798
0.15,0.5,0.6,ε_rn,i,14,2.165606805166731
0.15,0.5,0.6,ε_rn,i,15,1.7312817709739259
0.15,0.5,0.6,ε_rn,π,0,0.9040408065888249
0.15,0.5,0.6,ε_rn,π,1,1.0044416733347301
0.15,0.5,0.6,ε_rn,π,2,0.7517589085117689
0.15,0.5,0.6,ε_rn,π,3,0.4615220459274001
0.15,0.5,0.6,ε_rn,π,4,0.25777762920582625
0.15,0.5,0.6,ε_rn,π,5,0.14849616287555803
0.15,0.5,0.6,ε_rn,π,6,0.1007559689018765
