regime,K_gain,A,ρ_att,raw_payoff_bp,p_det,expected_utility_bp
Naive Fed (K=1.00),1.0,0.9,0.1,-10.965547076798938,0.06777506983104575,-10.22235635793327
Naive Fed (K=1.00),1.0,0.9,0.15,-10.889767361375824,0.09992008760318094,-9.801660852648892
Naive Fed (K=1.00),1.0,0.9,0.2,-10.71991737624617,0.13095667957148838,-9.31607259137227
Naive Fed (K=1.00),1.0,0.9,0.25,-10.421770364307317,0.16092306651939692,-8.744667118722012
Naive Fed (K=1.00),1.0,0.9,0.3,-9.947245123619837,0.18985615129973454,-8.058699448414322
Naive Fed (K=1.00),1.0,0.9,0.35,-9.227671311025317,0.2177915642796645,-7.21796234153853
Naive Fed (K=1.00),1.0,0.9,0.4,-8.163304034935937,0.2447637072185872,-6.1652234761925655
Naive Fed (K=1.00),1.0,0.9,0.45,-6.606812936574443,0.2708057956330433,-4.817649702686717
Naive Fed (K=1.00),1.0,0.9,0.5,-4.336930906598472,0.29594989970078756,-3.053416639781408
Naive Fed (K=1.00),1.0,0.9,0.55,-1.015674241511863,0.3202269837544076,-0.6904279426754734
Naive Fed (K=1.00),1.0,0.9,0.6,3.88265390576531,0.3436669444131215,2.548314101757274
Naive Fed (K=1.00),1.0,0.9,0.65,11.19268159350807,0.3662986473997133,7.092817465030397
Naive Fed (K=1.00),1.0,0.9,0.7,22.272619378401583,0.3881499630879458,13.627502988803142
Naive Fed (K=1.00),1.0,0.9,0.75,39.40255835259293,0.40924780082422585,23.277147999946045
Naive Fed (K=1.00),1.0,0.9,0.8,66.56945310268065,0.4296181420657882,37.97000834237137
Naive Fed (K=1.00),1.0,0.9,0.85,111.1410147075105,0.44928607237620777,61.20690472966676
Naive Fed (K=1.00),1.0,0.9,0.9,187.8329299547283,0.46827581231764104,99.87531210017532
Naive Fed (K=1.00),1.0,0.9,0.95,329.611080367118,0.4866107472778397,169.21878623861863
Naive Fed (K=1.00),1.0,1.0,0.0,-12.141410788587091,0.0,-12.141410788587091
Naive Fed (K=1.00),1.0,1.0,0.05,-12.191113078854084,0.0423967193014263,-11.67424987967796
Naive Fed (K=1.00),1.0,1.0,0.1,-12.18394119644326,0.08299595679532878,-11.17272333930643
Naive Fed (K=1.00),1.0,1.0,0.15,-12.099741512639804,0.12187391981335027,-10.625098585766075
Naive Fed (K=1.00),1.0,1.0,0.2,-11.911019306940192,0.1591035847462855,-10.01593343722379
Naive Fed (K=1.00),1.0,1.0,0.25,-11.579744849230352,0.19475483402537286,-9.324533563062328
Naive Fed (K=1.00),1.0,1.0,0.3,-11.05249458179981,0.22889458729602952,-8.52263839590714
