κ,K_gain,attack_on,mean_L,se_L,n
0.15,1.0,false,3.8297964664549875,0.0689095475416607,50
0.15,1.0,true,10.336280276882853,0.19303634127544186,50
0.15,0.025,false,5.49972621244953,0.09637514101990316,50
0.15,0.025,true,5.761007348200578,0.10180699717102865,50
